ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,State,Road_Condition,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Junction,Railway,Roundabout,Station,Stop,Traffic_Signal,Sunrise_Sunset
A-2671,3,2020-01-12 13:42:00,2020-01-12 13:54:58.356693,30.807635,-100.992571,0.06,Houston,TX,Interstate,82.1,64.0,9.3,10.2,0.0,Light Rain,False,False,False,True,False,False,False,False,False,Day
A-2672,2,2018-09-13 18:51:00,2018-09-13 19:26:52.483273,28.058201,-80.275265,0.58,Orlando,FL,Highway,76.8,58.0,9.8,3.0,0.0,Fair,False,False,False,False,False,False,False,True,False,Day
A-2673,4,2021-01-29 08:23:00,2021-01-29 11:22:01.458004,38.101353,-119.608287,0.5,Sacramento,CA,Urban Road,73.9,37.0,5.5,15.3,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Day
A-2674,2,2020-01-11 02:57:00,2020-01-11 03:31:39.412071,43.091277,-76.45332,0.63,Philadelphia,PA,Interstate,50.9,46.0,11.9,14.9,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-2675,3,2021-09-11 16:02:00,2021-09-11 16:26:01.953701,30.797831,-99.501319,0.34,Dallas,TX,Urban Road,68.8,38.0,10.0,12.5,0.0,Cloudy,False,False,True,False,False,False,False,False,False,Day
A-2676,3,2017-10-30 10:21:00,2017-10-30 11:04:54.177021,48.502525,-121.228196,0.06,Tacoma,WA,Urban Road,68.7,68.0,8.3,9.6,0.0,Light Rain,False,False,False,True,False,False,False,False,False,Day
A-2677,2,2017-05-14 16:02:00,2017-05-14 16:46:58.569645,36.258646,-119.535696,0.24,Los Angeles,CA,Urban Road,64.3,77.0,12.1,6.7,0.0,Fair,False,True,True,False,False,False,False,False,True,Day
A-2678,3,2020-04-22 19:02:00,2020-04-22 21:06:43.650538,44.94213,-74.943016,0.05,Buffalo,NY,Rural Road,67.1,38.0,8.8,0.0,0.0,Cloudy,False,False,False,False,False,True,False,False,False,Night
A-2679,2,2022-02-18 16:28:00,2022-02-18 16:47:26.828284,40.676497,-79.325823,0.08,Philadelphia,PA,Highway,71.9,69.0,9.1,5.6,0.0,Fair,True,False,False,False,False,False,False,False,False,Day
A-2680,3,2019-06-07 17:54:00,2019-06-07 18:58:13.256100,27.917792,-82.866195,0.09,Jacksonville,FL,Rural Road,66.6,11.0,8.9,6.8,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-2681,2,2017-12-05 11:02:00,2017-12-05 11:57:41.598858,34.602345,-79.19828,0.21,Raleigh,NC,Interstate,69.3,53.0,8.9,17.6,0.0,Mostly Cloudy,False,False,False,True,False,False,False,False,False,Day
A-2682,2,2020-10-22 20:25:00,2020-10-22 20:51:13.375609,34.605654,-78.588301,0.22,Durham,NC,Highway,33.4,71.0,10.0,18.3,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Night
A-2683,2,2019-10-21 21:06:00,2019-10-21 21:47:39.493528,31.813215,-99.919199,1.28,Houston,TX,Highway,55.7,66.0,3.4,9.3,0.04,Heavy Rain,False,False,False,False,False,False,True,False,True,Night
A-2684,3,2019-11-10 22:17:00,2019-11-10 22:50:36.136684,28.241149,-83.791849,0.13,Orlando,FL,Interstate,67.3,45.0,12.5,1.9,0.04,Heavy Rain,False,False,True,True,False,False,False,False,False,Night
A-2685,2,2018-07-29 08:46:00,2018-07-29 10:12:38.977840,35.65053,-111.10261,0.08,Mesa,AZ,Highway,78.5,78.0,7.5,1.2,0.0,Cloudy,True,False,False,False,False,True,False,False,True,Day
A-2686,2,2019-02-25 16:50:00,2019-02-25 17:25:40.209986,41.634179,-83.444971,0.13,Columbus,OH,Highway,64.1,57.0,7.9,8.9,0.0,Fair,False,False,False,False,False,False,False,False,True,Day
A-2687,2,2022-03-30 15:30:00,2022-03-30 16:45:45.952896,30.001079,-99.12626,0.05,Dallas,TX,Urban Road,85.6,95.0,6.5,3.4,0.0,Fog,False,False,False,False,True,False,False,False,False,Day
A-2688,3,2017-08-14 08:57:00,2017-08-14 09:38:23.016961,36.988793,-121.064987,0.22,San Diego,CA,Interstate,51.1,73.0,6.6,10.3,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-2689,2,2022-01-11 18:55:00,2022-01-11 20:38:46.980518,39.780113,-90.269285,0.08,Rockford,IL,Urban Road,79.8,92.0,9.5,8.8,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-2690,3,2022-06-12 23:26:00,2022-06-13 00:34:55.751474,40.257005,-82.566259,0.04,Columbus,OH,Highway,77.5,65.0,13.1,5.9,0.11,Rain,False,False,False,False,False,False,False,False,True,Night
A-2691,2,2018-10-20 15:32:00,2018-10-20 16:21:01.609303,35.513931,-79.128925,0.02,Durham,NC,Urban Road,81.5,56.0,8.9,15.1,0.0,Light Rain,False,True,False,False,False,False,False,False,False,Day
A-2692,2,2021-03-13 14:04:00,2021-03-13 14:40:05.406452,36.737557,-121.473252,0.72,Sacramento,CA,Urban Road,45.5,63.0,7.7,22.1,0.05,Rain,False,False,False,False,False,False,False,False,True,Day
A-2693,2,2016-04-11 18:26:00,2016-04-11 20:22:53.877499,41.827399,-75.819219,0.61,Allentown,PA,Urban Road,64.1,66.0,5.3,11.8,0.0,Cloudy,True,False,True,True,False,False,False,False,False,Day
A-2694,2,2021-09-20 08:08:00,2021-09-20 08:39:07.538766,43.264483,-73.241884,0.35,Buffalo,NY,Urban Road,58.0,51.0,11.6,13.3,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-2695,3,2021-08-22 15:05:00,2021-08-22 17:46:06.306384,29.360975,-81.280586,0.48,Miami,FL,Interstate,50.8,74.0,10.4,16.3,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-2696,2,2020-02-14 21:10:00,2020-02-14 21:52:02.544649,36.916288,-120.982682,0.34,Sacramento,CA,Interstate,21.9,17.0,7.5,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Night
A-2697,2,2017-09-03 17:05:00,2017-09-03 17:34:48.275881,36.985744,-119.602887,0.14,Sacramento,CA,Interstate,44.3,78.0,10.3,5.1,0.0,Light Rain,False,False,False,True,False,False,False,False,False,Day
A-2698,2,2017-02-07 20:30:00,2017-02-07 20:58:32.157821,31.29883,-84.48245,0.46,Augusta,GA,Highway,55.1,33.0,6.8,0.1,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-2699,3,2016-11-06 17:14:00,2016-11-06 18:20:56.835123,31.633043,-100.333148,0.26,Houston,TX,Urban Road,91.9,71.0,0.7,7.2,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-2700,3,2016-07-15 05:51:00,2016-07-15 06:34:26.092328,37.34305,-118.588242,0.22,San Diego,CA,Interstate,65.7,45.0,5.2,2.8,0.02,Heavy Rain,False,False,True,False,False,False,False,False,True,Night
A-2701,3,2016-07-21 00:10:00,2016-07-21 00:17:37.887447,37.869617,-118.832152,0.36,San Jose,CA,Interstate,73.2,53.0,9.5,12.8,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-2702,4,2020-07-19 18:00:00,2020-07-19 19:45:55.312919,28.537139,-82.371406,0.03,Miami,FL,Rural Road,47.5,71.0,8.8,1.5,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-2703,3,2017-07-22 16:03:00,2017-07-22 16:58:39.568347,29.433145,-97.709609,0.22,Houston,TX,Interstate,60.4,38.0,5.1,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-2704,2,2019-08-19 20:15:00,2019-08-19 21:03:14.808192,37.560639,-119.884506,0.23,Sacramento,CA,Highway,65.9,53.0,11.1,3.9,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Night
A-2705,2,2020-02-21 14:45:00,2020-02-21 15:54:34.133401,33.973721,-84.044427,0.03,Augusta,GA,Highway,45.3,73.0,8.6,11.3,0.06,Rain,False,False,False,False,False,False,False,False,False,Day
A-2706,3,2016-01-19 16:00:00,2016-01-19 16:51:41.683846,36.588051,-119.430687,0.18,Sacramento,CA,Urban Road,84.3,35.0,10.5,13.9,0.0,Fair,False,False,False,False,False,False,False,False,True,Day
A-2707,4,2016-11-08 09:49:00,2016-11-08 10:43:24.806930,47.981581,-121.501188,0.38,Tacoma,WA,Interstate,54.3,71.0,10.8,16.2,0.0,Heavy Rain,False,False,False,False,False,False,False,False,False,Day
A-2708,2,2022-10-27 12:21:00,2022-10-27 12:53:08.150157,35.547297,-78.549809,0.07,Durham,NC,Interstate,74.1,79.0,12.4,4.3,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Day
A-2709,3,2016-10-15 15:36:00,2016-10-15 16:04:15.039948,36.731796,-83.711198,0.08,Cincinnati,OH,Urban Road,63.1,81.0,9.1,14.7,0.05,Thunderstorm,False,False,False,False,False,False,False,False,False,Day
A-2710,2,2019-11-01 16:02:00,2019-11-01 16:57:48.865636,35.094177,-79.170661,0.16,Durham,NC,Highway,73.4,25.0,9.6,3.3,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Day
A-2711,2,2017-08-02 12:08:00,2017-08-02 12:53:01.182404,33.957561,-78.637197,0.59,Arlington,VA,Urban Road,62.4,61.0,10.4,6.5,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Day
A-2712,2,2020-01-25 21:59:00,2020-01-25 22:26:25.652295,30.531656,-101.963537,0.35,Dallas,TX,Urban Road,34.1,74.0,12.7,7.5,0.0,Fog,False,False,False,False,False,False,False,False,True,Night
A-2713,2,2017-08-14 20:38:00,2017-08-14 21:48:33.627682,36.05841,-119.379951,0.14,Los Angeles,CA,Interstate,71.4,27.0,7.7,8.6,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Night
A-2714,4,2021-12-27 23:41:00,2021-12-28 01:23:40.295790,33.752028,-83.654424,0.07,Augusta,GA,Highway,49.9,100.0,10.2,4.5,0.0,Cloudy,False,False,False,False,False,False,False,False,True,Night
A-2715,3,2020-08-19 07:55:00,2020-08-19 08:16:40.799962,48.229279,-119.791361,0.23,Seattle,WA,Rural Road,62.1,72.0,13.1,5.6,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-2716,3,2020-12-06 05:01:00,2020-12-06 05:32:04.368682,41.750631,-81.945121,0.06,Cleveland,OH,Interstate,43.0,40.0,11.3,0.0,0.16,Rain,False,False,False,False,False,False,False,False,False,Night
A-2717,2,2018-04-15 17:42:00,2018-04-15 18:08:17.561442,33.720136,-81.618954,0.02,Augusta,GA,Interstate,59.5,81.0,7.4,11.9,0.0,Cloudy,False,False,False,True,False,False,False,False,True,Day
A-2718,3,2019-04-24 11:05:00,2019-04-24 11:22:50.205107,47.550404,-120.93384,0.11,Spokane,WA,Interstate,65.9,71.0,8.7,4.4,0.0,Mostly Cloudy,False,False,False,True,False,False,False,False,False,Day
A-2719,2,2016-11-19 17:08:00,2016-11-19 17:40:46.981159,33.114092,-82.638635,0.3,Augusta,GA,Highway,71.2,17.0,9.5,5.9,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-2720,3,2021-02-19 15:31:00,2021-02-19 16:08:05.436447,34.673507,-80.05749,0.43,Durham,NC,Urban Road,39.0,74.0,10.4,10.7,0.0,Fair,False,False,False,True,False,False,False,False,False,Day
A-2721,3,2016-05-01 16:46:00,2016-05-01 17:59:26.896623,31.922194,-103.157039,0.21,Dallas,TX,Rural Road,48.1,69.0,8.3,7.5,0.0,Light Rain,False,False,False,False,False,False,False,False,True,Day
A-2722,3,2021-03-20 15:57:00,2021-03-20 16:29:07.675355,40.418605,-84.065369,0.16,Cincinnati,OH,Rural Road,77.2,62.0,8.6,6.3,0.0,Snow,False,False,True,False,False,False,False,False,False,Day
A-2723,2,2022-08-25 11:41:00,2022-08-25 13:05:57.558531,34.75658,-113.121384,0.53,Tucson,AZ,Interstate,67.3,48.0,8.8,5.5,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-2724,3,2022-02-05 22:46:00,2022-02-05 23:02:03.149217,32.242376,-82.905249,0.21,Savannah,GA,Urban Road,52.7,66.0,15.0,8.6,0.0,Snow,False,False,False,False,False,False,False,False,False,Night
A-2725,3,2017-01-16 05:45:00,2017-01-16 07:06:31.887207,40.943991,-83.569748,0.71,Cincinnati,OH,Interstate,66.9,74.0,11.4,14.4,0.02,Heavy Rain,False,False,False,False,False,False,False,False,False,Night
A-2726,4,2019-07-21 20:43:00,2019-07-21 22:33:29.412174,27.494344,-82.572676,0.15,Miami,FL,Rural Road,32.0,88.0,7.4,15.2,0.04,Rain,False,False,False,False,False,False,False,False,False,Night
A-2727,3,2019-01-07 12:02:00,2019-01-07 13:43:47.551626,35.984816,-118.855708,0.3,San Jose,CA,Rural Road,89.3,81.0,8.7,0.0,0.0,Cloudy,True,False,False,False,False,False,False,True,False,Day
A-2728,2,2016-12-30 15:55:00,2016-12-30 16:57:51.068303,33.948041,-110.29846,0.37,Mesa,AZ,Interstate,64.0,54.0,7.8,13.0,0.0,Light Rain,True,False,False,False,False,False,False,False,False,Day
A-2729,2,2017-07-31 09:20:00,2017-07-31 10:31:25.866177,36.524124,-120.029348,0.13,Los Angeles,CA,Highway,66.7,66.0,5.1,11.9,0.0,Fog,False,False,False,False,False,False,False,False,False,Day
A-2730,3,2017-09-08 16:43:00,2017-09-08 17:25:09.224122,44.058079,-75.284777,0.14,New York,NY,Urban Road,53.5,71.0,7.7,11.5,0.0,Fog,False,False,False,False,False,False,False,False,False,Day
A-2731,3,2021-07-21 09:18:00,2021-07-21 10:34:55.315723,34.856161,-79.257449,0.24,Raleigh,NC,Highway,54.0,100.0,8.5,10.5,0.02,Thunderstorm,False,False,False,False,False,False,False,False,True,Day
A-2732,2,2017-07-19 08:42:00,2017-07-19 09:48:54.422703,29.385705,-100.585101,0.24,Houston,TX,Urban Road,36.1,64.0,11.7,9.9,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-2733,3,2018-09-24 21:33:00,2018-09-24 21:47:52.878941,36.208581,-120.322275,0.24,Los Angeles,CA,Highway,56.0,70.0,9.2,7.0,0.05,Heavy Rain,False,False,False,False,False,False,False,False,False,Night
A-2734,4,2020-03-08 08:09:00,2020-03-08 09:12:10.672601,39.060312,-120.856262,0.55,San Jose,CA,Rural Road,64.0,71.0,9.1,7.8,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Day
A-2735,3,2021-10-09 16:01:00,2021-10-09 17:52:22.669193,35.859488,-79.704856,0.55,Durham,NC,Highway,77.6,79.0,9.0,9.7,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Day
A-2736,2,2020-05-05 19:15:00,2020-05-05 20:16:14.874189,47.163734,-121.290026,0.05,Tacoma,WA,Interstate,78.7,53.0,3.9,10.6,0.02,Rain,False,False,False,False,False,False,False,False,False,Night
A-2737,2,2016-06-23 08:30:00,2016-06-23 08:55:00.436384,34.223797,-111.122218,0.7,Mesa,AZ,Interstate,53.9,65.0,10.1,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-2738,2,2016-09-01 09:52:00,2016-09-01 11:18:33.610756,40.874216,-75.494888,0.2,New York,NY,Urban Road,93.4,28.0,10.8,7.2,0.0,Cloudy,False,False,True,True,False,False,False,False,False,Day
A-2739,3,2022-03-03 15:58:00,2022-03-03 16:40:45.644921,40.658887,-88.853585,0.11,Springfield,IL,Urban Road,29.0,32.0,10.5,5.3,0.0,Fair,False,False,False,False,False,False,False,False,True,Day
A-2740,3,2017-09-06 17:33:00,2017-09-06 18:17:17.986307,40.948903,-78.491806,0.76,Allentown,PA,Rural Road,53.7,56.0,8.0,3.4,0.0,Light Rain,False,False,False,True,False,False,False,True,False,Day
A-2741,2,2022-05-07 15:22:00,2022-05-07 16:44:36.149451,43.660596,-85.171567,0.19,Cincinnati,OH,Highway,68.8,51.0,13.0,1.5,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-2742,3,2019-10-26 06:00:00,2019-10-26 07:12:30.112754,40.310061,-80.973698,0.18,Cleveland,OH,Highway,78.5,93.0,13.6,20.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Day
A-2743,2,2018-04-18 08:39:00,2018-04-18 09:27:58.185891,40.826467,-84.197867,0.45,Cleveland,OH,Urban Road,66.7,74.0,8.7,3.6,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-2744,3,2017-06-02 17:06:00,2017-06-02 17:50:59.375716,28.383465,-83.070807,0.35,Jacksonville,FL,Highway,55.4,53.0,7.4,10.1,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-2745,2,2018-05-10 12:07:00,2018-05-10 13:42:08.303779,47.015581,-119.953058,0.28,Tacoma,WA,Urban Road,54.2,62.0,6.1,1.7,0.04,Rain,False,False,False,False,False,False,False,False,True,Day
A-2746,2,2020-06-21 13:55:00,2020-06-21 15:19:20.208166,43.340907,-77.402879,0.95,Rochester,NY,Interstate,69.4,56.0,10.8,8.2,0.05,Rain,True,False,True,False,False,False,False,False,False,Day
A-2747,2,2020-11-04 02:46:00,2020-11-04 02:55:29.842477,36.898655,-124.558904,0.07,Sacramento,CA,Highway,63.4,63.0,9.4,5.2,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Night
A-2748,2,2022-06-21 09:50:00,2022-06-21 10:19:38.621825,33.504943,-80.669265,0.91,Durham,NC,Highway,72.5,68.0,11.4,14.7,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Day
A-2749,3,2016-03-02 17:41:00,2016-03-02 18:02:02.480884,43.520517,-74.113596,0.27,Rochester,NY,Rural Road,41.6,55.0,13.3,12.3,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-2750,3,2018-05-10 16:29:00,2018-05-10 17:00:51.402560,29.999294,-100.832789,0.51,San Antonio,TX,Rural Road,85.1,47.0,9.1,2.6,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-2751,3,2020-03-21 16:32:00,2020-03-21 16:57:20.464962,41.062478,-82.74569,0.75,Columbus,OH,Interstate,70.3,45.0,9.9,15.0,0.1,Rain,False,False,False,False,False,False,False,False,False,Day
A-2752,3,2018-08-03 09:45:00,2018-08-03 10:26:43.319874,33.270382,-111.991594,0.12,Tucson,AZ,Rural Road,87.2,56.0,7.3,1.2,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-2753,4,2016-08-19 16:22:00,2016-08-19 17:18:35.805937,36.618453,-120.602822,0.02,Sacramento,CA,Rural Road,70.4,54.0,6.2,5.7,0.03,Thunderstorm,False,False,False,False,False,False,False,False,True,Day
A-2754,3,2022-09-05 13:12:00,2022-09-05 13:53:37.902830,42.967241,-73.202778,0.49,New York,NY,Urban Road,46.9,47.0,13.0,14.6,0.0,Fair,False,False,False,False,False,False,False,False,True,Day
A-2755,3,2018-05-27 13:20:00,2018-05-27 14:04:21.659461,43.119853,-75.36179,0.21,Rochester,NY,Interstate,88.0,33.0,7.9,6.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Day
A-2756,2,2020-11-29 13:24:00,2020-11-29 14:33:07.685616,46.106053,-120.382983,0.83,Seattle,WA,Highway,73.1,59.0,4.6,8.4,0.0,Fair,True,False,False,False,False,False,False,False,False,Day
A-2757,2,2020-01-23 11:16:00,2020-01-23 12:23:18.341527,35.970951,-118.778012,0.02,Sacramento,CA,Interstate,60.4,45.0,6.7,9.1,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-2758,2,2019-06-06 17:57:00,2019-06-06 18:19:57.805079,33.552577,-112.567907,0.36,Phoenix,AZ,Interstate,71.2,62.0,9.2,6.9,0.02,Rain,False,False,False,True,False,False,False,False,False,Day
A-2759,3,2020-01-29 22:36:00,2020-01-29 23:26:35.918478,29.00296,-81.042543,0.24,Jacksonville,FL,Urban Road,41.7,25.0,11.9,15.9,0.0,Light Rain,False,False,False,False,False,False,False,False,True,Night
A-2760,4,2017-06-29 15:08:00,2017-06-29 15:49:33.154793,35.223154,-78.443734,0.04,Durham,NC,Rural Road,79.5,82.0,9.8,11.7,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-2761,3,2018-09-22 15:56:00,2018-09-22 16:55:40.941224,29.022424,-101.335409,0.34,Austin,TX,Urban Road,74.5,69.0,9.2,7.7,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-2762,3,2017-02-02 23:18:00,2017-02-02 23:49:05.777404,32.420324,-100.911654,0.47,Houston,TX,Interstate,104.6,79.0,13.3,1.6,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-2763,2,2017-11-15 00:52:00,2017-11-15 02:26:40.044084,33.401178,-112.309269,0.13,Tucson,AZ,Interstate,74.9,61.0,9.1,9.1,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-2764,3,2019-03-24 11:58:00,2019-03-24 12:56:35.598070,31.476498,-101.362531,0.08,Austin,TX,Rural Road,71.5,68.0,11.2,4.9,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-2765,2,2018-10-25 07:54:00,2018-10-25 08:28:50.300632,31.485825,-99.95924,0.42,Houston,TX,Urban Road,70.5,67.0,11.7,2.8,0.0,Fair,False,False,False,False,True,False,False,True,False,Day
A-2766,3,2017-06-08 15:37:00,2017-06-08 15:56:14.242457,43.710594,-75.59365,0.29,Albany,NY,Interstate,64.7,47.0,10.0,2.5,0.07,Thunderstorm,False,False,False,False,False,False,True,False,True,Day
A-2767,2,2021-10-05 17:44:00,2021-10-05 20:11:59.574570,31.206785,-98.482714,0.02,San Antonio,TX,Highway,77.4,49.0,10.5,0.0,0.0,Cloudy,False,False,False,True,False,False,False,False,False,Day
A-2768,2,2019-09-30 09:57:00,2019-09-30 11:49:35.987524,35.77375,-118.689838,0.08,Sacramento,CA,Urban Road,31.3,69.0,12.9,4.4,0.0,Mostly Cloudy,False,False,False,True,False,False,False,False,False,Day
A-2769,3,2017-12-30 21:18:00,2017-12-30 22:10:17.739797,47.112761,-121.567867,0.05,Spokane,WA,Highway,72.8,53.0,10.8,8.1,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Night
A-2770,2,2017-08-23 08:17:00,2017-08-23 09:59:21.158068,31.547225,-100.557493,0.12,San Antonio,TX,Highway,93.2,60.0,13.0,13.8,0.02,Rain,False,False,False,False,False,False,False,False,False,Day
A-2771,2,2017-02-11 08:29:00,2017-02-11 11:24:57.801656,32.556636,-83.921313,0.04,Augusta,GA,Urban Road,42.7,78.0,8.3,8.0,0.0,Fair,False,True,False,False,False,False,False,False,False,Day
A-2772,3,2016-03-25 18:52:00,2016-03-25 19:30:00.018397,34.210782,-79.766631,0.34,Durham,NC,Rural Road,27.3,69.0,9.6,13.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Day
A-2773,2,2019-03-19 18:29:00,2019-03-19 20:40:52.826855,37.793809,-118.325,0.04,Sacramento,CA,Highway,43.5,66.0,6.3,15.1,0.0,Fair,False,True,True,False,False,False,False,False,False,Day
A-2774,2,2018-08-10 00:10:00,2018-08-10 00:22:33.008924,36.197082,-119.832329,0.17,Los Angeles,CA,Interstate,57.6,60.0,10.5,13.3,0.0,Light Rain,False,False,False,False,False,False,False,False,True,Night
A-2775,2,2016-05-08 13:43:00,2016-05-08 14:33:33.570296,40.670311,-78.877618,0.44,Pittsburgh,PA,Urban Road,78.4,84.0,9.2,6.6,0.0,Cloudy,False,False,False,True,False,False,False,False,False,Day
A-2776,2,2021-04-03 07:32:00,2021-04-03 08:49:48.588419,41.209851,-76.507621,0.1,Pittsburgh,PA,Urban Road,75.6,32.0,11.1,9.2,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-2777,2,2016-07-05 12:13:00,2016-07-05 13:13:46.682583,38.316156,-119.349653,0.43,Sacramento,CA,Interstate,88.6,92.0,3.7,7.0,0.0,Light Rain,False,False,False,True,False,False,False,False,False,Day
A-2778,3,2016-08-31 10:50:00,2016-08-31 11:27:45.509249,27.707604,-81.24219,0.49,Orlando,FL,Rural Road,46.9,68.0,12.2,9.9,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-2779,3,2021-12-29 18:24:00,2021-12-29 20:28:56.087628,31.596902,-99.963578,0.35,Dallas,TX,Interstate,56.0,80.0,9.5,5.2,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-2780,2,2018-11-23 20:42:00,2018-11-23 21:43:39.032073,36.484209,-78.119599,0.15,Richmond,VA,Urban Road,53.6,65.0,9.5,12.6,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Night
A-2781,3,2017-10-14 12:58:00,2017-10-14 13:29:42.897694,39.322404,-79.747138,0.48,Allentown,PA,Rural Road,68.4,78.0,15.0,2.1,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-2782,2,2021-07-07 01:42:00,2021-07-07 02:46:18.586962,43.094954,-73.386404,0.37,New York,NY,Interstate,72.7,100.0,14.1,5.8,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-2783,3,2016-01-03 12:08:00,2016-01-03 12:17:31.283748,36.072548,-120.20455,0.49,San Jose,CA,Highway,48.7,100.0,10.0,10.6,0.0,Light Rain,False,False,False,False,False,False,False,False,False,Day
A-2784,3,2016-08-12 07:41:00,2016-08-12 08:00:35.092643,30.341676,-99.625909,0.43,Houston,TX,Interstate,40.9,100.0,9.4,0.0,0.0,Fair,False,False,False,True,False,False,False,True,False,Day
A-2785,4,2022-08-14 02:50:00,2022-08-14 03:08:52.460029,42.067007,-73.907541,0.15,Rochester,NY,Urban Road,76.9,82.0,8.4,6.7,0.0,Fog,False,False,False,False,False,False,False,False,False,Night
A-2786,3,2021-09-18 19:59:00,2021-09-18 21:02:51.285971,29.90466,-99.13839,0.27,Austin,TX,Rural Road,63.4,16.0,11.0,9.2,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-2787,3,2021-02-23 20:42:00,2021-02-23 21:42:19.615661,32.578129,-101.283304,0.22,Dallas,TX,Highway,71.3,47.0,9.0,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,Night
A-2788,4,2020-08-29 15:21:00,2020-08-29 15:32:41.571750,37.770601,-79.59531,0.31,Virginia Beach,VA,Urban Road,58.1,41.0,9.2,13.4,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
A-2789,4,2020-12-02 15:12:00,2020-12-02 16:09:03.336251,32.09459,-83.534373,0.11,Savannah,GA,Interstate,75.2,50.0,7.4,7.7,0.0,Cloudy,False,False,False,False,False,False,False,False,False,Day
A-2790,2,2016-04-11 09:38:00,2016-04-11 10:55:05.925971,28.972189,-82.424301,0.17,Tampa,FL,Urban Road,69.2,90.0,9.7,0.1,0.0,Fair,True,False,True,False,False,False,False,False,False,Day
A-2791,2,2018-12-10 18:40:00,2018-12-10 19:27:42.760986,37.404469,-118.935026,0.19,Los Angeles,CA,Highway,89.9,70.0,6.5,3.9,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,Day
A-2792,3,2017-10-14 14:49:00,2017-10-14 15:18:42.818362,42.489614,-79.295419,0.02,Philadelphia,PA,Highway,47.7,51.0,6.0,7.7,0.0,Cloudy,False,False,False,True,False,False,False,False,True,Day
A-2793,3,2019-01-22 11:47:00,2019-01-22 12:36:41.301357,34.647418,-110.44787,0.34,Mesa,AZ,Highway,49.2,69.0,11.9,11.0,0.05,Rain,False,False,False,False,False,False,False,False,False,Day
A-2794,2,2020-12-12 17:23:00,2020-12-12 19:18:55.410815,38.801623,-89.703865,0.21,Springfield,IL,Interstate,46.0,60.0,7.6,1.0,0.0,Fair,False,False,False,False,False,False,False,False,False,Day
